Short_Name	Full_Name
B14007Bm13	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 9: Black or African American alone population 3 years and over -- (Margin of Error)
B14007Be14	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 10: Black or African American alone population 3 years and over -- (Estimate)
B14007Bm14	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 10: Black or African American alone population 3 years and over -- (Margin of Error)
B14007Be15	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 11: Black or African American alone population 3 years and over -- (Estimate)
B14007Bm15	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 11: Black or African American alone population 3 years and over -- (Margin of Error)
B14007Be16	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 12: Black or African American alone population 3 years and over -- (Estimate)
B14007Bm16	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 12: Black or African American alone population 3 years and over -- (Margin of Error)
B14007Be17	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in college, undergraduate years: Black or African American alone population 3 years and over -- (Estimate)
B14007Bm17	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in college, undergraduate years: Black or African American alone population 3 years and over -- (Margin of Error)
B14007Be18	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Graduate or professional school: Black or African American alone population 3 years and over -- (Estimate)
B14007Bm18	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Graduate or professional school: Black or African American alone population 3 years and over -- (Margin of Error)
B14007Be19	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Not enrolled in school: Black or African American alone population 3 years and over -- (Estimate)
B14007Bm19	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Not enrolled in school: Black or African American alone population 3 years and over -- (Margin of Error)
B14007Ce1	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Total: American Indian and Alaska Native alone population 3 years and over -- (Estimate)
B14007Cm1	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Total: American Indian and Alaska Native alone population 3 years and over -- (Margin of Error)
B14007Ce2	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: American Indian and Alaska Native alone population 3 years and over -- (Estimate)
B14007Cm2	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: American Indian and Alaska Native alone population 3 years and over -- (Margin of Error)
B14007Ce3	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in nursery school, preschool: American Indian and Alaska Native alone population 3 years and over -- (Estimate)
B14007Cm3	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in nursery school, preschool: American Indian and Alaska Native alone population 3 years and over -- (Margin of Error)
B14007Ce4	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in kindergarten: American Indian and Alaska Native alone population 3 years and over -- (Estimate)
B14007Cm4	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in kindergarten: American Indian and Alaska Native alone population 3 years and over -- (Margin of Error)
B14007Ce5	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 1: American Indian and Alaska Native alone population 3 years and over -- (Estimate)
B14007Cm5	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 1: American Indian and Alaska Native alone population 3 years and over -- (Margin of Error)
B14007Ce6	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 2: American Indian and Alaska Native alone population 3 years and over -- (Estimate)
B14007Cm6	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 2: American Indian and Alaska Native alone population 3 years and over -- (Margin of Error)
B14007Ce7	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 3: American Indian and Alaska Native alone population 3 years and over -- (Estimate)
B14007Cm7	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 3: American Indian and Alaska Native alone population 3 years and over -- (Margin of Error)
B14007Ce8	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 4: American Indian and Alaska Native alone population 3 years and over -- (Estimate)
B14007Cm8	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 4: American Indian and Alaska Native alone population 3 years and over -- (Margin of Error)
B14007Ce9	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 5: American Indian and Alaska Native alone population 3 years and over -- (Estimate)
B14007Cm9	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 5: American Indian and Alaska Native alone population 3 years and over -- (Margin of Error)
B14007Ce10	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 6: American Indian and Alaska Native alone population 3 years and over -- (Estimate)
B14007Cm10	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 6: American Indian and Alaska Native alone population 3 years and over -- (Margin of Error)
B14007Ce11	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 7: American Indian and Alaska Native alone population 3 years and over -- (Estimate)
B14007Cm11	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 7: American Indian and Alaska Native alone population 3 years and over -- (Margin of Error)
B14007Ce12	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 8: American Indian and Alaska Native alone population 3 years and over -- (Estimate)
B14007Cm12	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 8: American Indian and Alaska Native alone population 3 years and over -- (Margin of Error)
B14007Ce13	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 9: American Indian and Alaska Native alone population 3 years and over -- (Estimate)
B14007Cm13	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 9: American Indian and Alaska Native alone population 3 years and over -- (Margin of Error)
B14007Ce14	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 10: American Indian and Alaska Native alone population 3 years and over -- (Estimate)
B14007Cm14	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 10: American Indian and Alaska Native alone population 3 years and over -- (Margin of Error)
B14007Ce15	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 11: American Indian and Alaska Native alone population 3 years and over -- (Estimate)
B14007Cm15	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 11: American Indian and Alaska Native alone population 3 years and over -- (Margin of Error)
B14007Ce16	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 12: American Indian and Alaska Native alone population 3 years and over -- (Estimate)
B14007Cm16	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in grade 12: American Indian and Alaska Native alone population 3 years and over -- (Margin of Error)
B14007Ce17	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in college, undergraduate years: American Indian and Alaska Native alone population 3 years and over -- (Estimate)
B14007Cm17	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Enrolled in college, undergraduate years: American Indian and Alaska Native alone population 3 years and over -- (Margin of Error)
B14007Ce18	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Graduate or professional school: American Indian and Alaska Native alone population 3 years and over -- (Estimate)
B14007Cm18	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Enrolled in school: Graduate or professional school: American Indian and Alaska Native alone population 3 years and over -- (Margin of Error)
B14007Ce19	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Not enrolled in school: American Indian and Alaska Native alone population 3 years and over -- (Estimate)
B14007Cm19	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Not enrolled in school: American Indian and Alaska Native alone population 3 years and over -- (Margin of Error)
B14007De1	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Total: Asian alone population 3 years and over -- (Estimate)
B14007Dm1	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Total: Asian alone population 3 years and over -- (Margin of Error)
B14007De2	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Asian alone population 3 years and over -- (Estimate)
B14007Dm2	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Asian alone population 3 years and over -- (Margin of Error)
B14007De3	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in nursery school, preschool: Asian alone population 3 years and over -- (Estimate)
B14007Dm3	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in nursery school, preschool: Asian alone population 3 years and over -- (Margin of Error)
B14007De4	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in kindergarten: Asian alone population 3 years and over -- (Estimate)
B14007Dm4	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in kindergarten: Asian alone population 3 years and over -- (Margin of Error)
B14007De5	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 1: Asian alone population 3 years and over -- (Estimate)
B14007Dm5	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 1: Asian alone population 3 years and over -- (Margin of Error)
B14007De6	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 2: Asian alone population 3 years and over -- (Estimate)
B14007Dm6	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 2: Asian alone population 3 years and over -- (Margin of Error)
B14007De7	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 3: Asian alone population 3 years and over -- (Estimate)
B14007Dm7	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 3: Asian alone population 3 years and over -- (Margin of Error)
B14007De8	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 4: Asian alone population 3 years and over -- (Estimate)
B14007Dm8	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 4: Asian alone population 3 years and over -- (Margin of Error)
B14007De9	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 5: Asian alone population 3 years and over -- (Estimate)
B14007Dm9	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 5: Asian alone population 3 years and over -- (Margin of Error)
B14007De10	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 6: Asian alone population 3 years and over -- (Estimate)
B14007Dm10	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 6: Asian alone population 3 years and over -- (Margin of Error)
B14007De11	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 7: Asian alone population 3 years and over -- (Estimate)
B14007Dm11	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 7: Asian alone population 3 years and over -- (Margin of Error)
B14007De12	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 8: Asian alone population 3 years and over -- (Estimate)
B14007Dm12	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 8: Asian alone population 3 years and over -- (Margin of Error)
B14007De13	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 9: Asian alone population 3 years and over -- (Estimate)
B14007Dm13	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 9: Asian alone population 3 years and over -- (Margin of Error)
B14007De14	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 10: Asian alone population 3 years and over -- (Estimate)
B14007Dm14	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 10: Asian alone population 3 years and over -- (Margin of Error)
B14007De15	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 11: Asian alone population 3 years and over -- (Estimate)
B14007Dm15	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 11: Asian alone population 3 years and over -- (Margin of Error)
B14007De16	SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (ASIAN ALONE): Enrolled in school: Enrolled in grade 12: Asian alone population 3 years and over -- (Estimate)
